sample_id,Diet,Sex,Wave,BMI_17wk,TC_18wk
DO1639,HF/LC,Male,11,3.384006664,76.4673913
DO1640,HC/LF,Male,11,4.012573964,121.5340909
DO1641,HF/LC,Male,11,3.515882741,136.6483516
DO1642,HC/LF,Male,11,2.752683601,57.66666667
DO1643,HF/LC,Male,11,2.928272625,69.27083333
DO1644,HC/LF,Male,11,3.373702422,76.52173913
DO1645,HF/LC,Male,11,2.883506344,116
DO1646,HC/LF,Male,11,3.380207878,94.17582418
DO1647,HF/LC,Male,11,2.8,94.62365591
DO1648,HC/LF,Male,11,3.24,59.94505495
DO1649,HF/LC,Male,11,3.29680892,107.0833333
DO1650,HC/LF,Male,11,3.072862664,111.4673913
DO1651,HF/LC,Male,11,3.100950656,92.0212766
DO1652,HC/LF,Male,11,3.15,121.4285714
DO1653,HF/LC,Male,11,3.30066568,57.23404255
DO1654,HC/LF,Male,11,3.03601108,82.79569892
DO1656,HC/LF,Male,11,3.751531718,99.34782609
DO1657,HF/LC,Male,11,2.852977926,106.827957
DO1658,HC/LF,Male,11,2.810650888,72.52747253
DO1659,HF/LC,Male,11,3.72022557,67.19101124
DO1660,HC/LF,Male,11,2.852661504,83.125
DO1661,HF/LC,Male,11,3.328402367,91.95652174
DO1662,HC/LF,Female,12,2.216066482,73.8172043
DO1663,HF/LC,Female,12,3.165347772,68.24468085
DO1664,HC/LF,Female,12,2.415512465,61.37362637
DO1665,HF/LC,Female,12,2.65,105.7303371
DO1666,HC/LF,Female,12,3.004807692,68.9673913
DO1667,HF/LC,Female,12,2.327504726,101.8947368
DO1668,HC/LF,Female,12,2.22,62.5
DO1669,HF/LC,Female,12,2.874603893,79.11111111
DO1670,HC/LF,Female,12,2.277719968,60.10638298
DO1671,HF/LC,Female,12,3.319686721,88.5326087
DO1672,HC/LF,Female,12,2.559556787,97.11956522
DO1673,HF/LC,Female,12,2.29,100.7386364
DO1675,HF/LC,Female,12,2.610990668,105.4945055
DO1676,HC/LF,Female,12,2.753290665,58.13186813
DO1677,HF/LC,Female,12,2.43,93.64583333
DO1678,HC/LF,Female,12,2.51177394,57.75280899
DO1679,HF/LC,Female,12,3.304662743,118.2258065
DO1680,HC/LF,Female,12,2.918836806,67.63736264
DO1681,HF/LC,Female,12,3.305785124,114.4318182
DO1682,HC/LF,Female,12,2.721627692,44.23076923
DO1683,HF/LC,Female,12,2.75176321,115.8888889
DO1684,HC/LF,Female,12,2.469281664,45.10869565
DO1685,HF/LC,Female,12,2.733528136,86.81318681
DO1686,HC/LF,Female,12,2.459833795,55
DO1687,HF/LC,Female,12,3.113573407,77.60638298
DO1688,HC/LF,Female,12,2.333333333,61.51685393
DO1689,HF/LC,Female,12,2.64825713,78.31460674
DO1690,HC/LF,Female,12,2.728639149,92.09677419
DO1691,HF/LC,Female,12,2.929705215,154.893617
DO1692,HC/LF,Female,12,2.816224529,63.53932584
DO1693,HF/LC,Female,12,2.691358025,55.95744681
DO1694,HC/LF,Female,12,3.07,89.26966292
DO1695,HF/LC,Female,12,2.571845065,55.71428571
DO1696,HC/LF,Female,12,2.457466919,71.75824176
DO1697,HF/LC,Female,12,2.702947846,90.59782609
DO1698,HC/LF,Female,12,2.149584488,85.45454545
DO1699,HF/LC,Female,12,2.64,93.97849462
DO1700,HC/LF,Female,12,2.665556018,66.83333333
DO1701,HF/LC,Female,12,2.770083102,99.72826087
DO1702,HC/LF,Female,12,2.625739645,67.38888889
DO1703,HF/LC,Female,12,2.354006338,61.40449438
DO1704,HC/LF,Female,12,2.5390625,50.77777778
DO1705,HF/LC,Female,12,2.496301775,73.72340426
DO1706,HC/LF,Female,12,2.55,61.11702128
DO1707,HF/LC,Female,12,2.404432133,79.45054945
DO1708,HC/LF,Female,12,2.703805734,66.11702128
DO1709,HF/LC,Female,12,2.320054323,72.58241758
DO1710,HC/LF,Female,12,2.47,58.40425532
DO1711,HF/LC,Female,12,2.182825485,105.4945055
DO1712,HC/LF,Male,12,3.142536476,100.0549451
DO1713,HF/LC,Male,12,3.32,95.16666667
DO1714,HC/LF,Male,12,3.69,100.6818182
DO1715,HF/LC,Male,12,3.975591716,87.28723404
DO1716,HC/LF,Male,12,3.571048996,91.40449438
DO1717,HF/LC,Male,12,3.03,98.68131868
DO1718,HC/LF,Male,12,3.167180359,75.88888889
DO1719,HF/LC,Male,12,3.036389414,81.51041667
DO1720,HC/LF,Male,12,3.050271017,81.82291667
DO1721,HF/LC,Male,12,3.238234069,100.9090909
DO1722,HC/LF,Male,12,3.02009999,123.4831461
DO1723,HF/LC,Male,12,3.69088812,108.172043
DO1724,HC/LF,Male,12,2.936288089,83.42696629
DO1725,HF/LC,Male,12,2.882070385,114.010989
DO1726,HC/LF,Male,12,2.88,91.11111111
DO1727,HF/LC,Male,12,3.01,101.043956
DO1728,HC/LF,Male,12,3.365067396,117.8804348
DO1729,HF/LC,Male,12,3.64544585,108.5795455
DO1730,HC/LF,Male,12,3.957100592,81.0989011
DO1731,HF/LC,Male,12,2.686380675,99.45054945
DO1732,HC/LF,Male,12,2.647704937,59.46808511
DO1733,HF/LC,Male,12,3.627095383,123.6666667
DO1734,HC/LF,Male,12,2.94,73.24468085
DO1735,HF/LC,Male,12,3.39,68.40659341
DO1736,HC/LF,Male,12,2.782914201,62.08791209
DO1737,HF/LC,Male,12,3.078772189,103.2105263
DO1738,HC/LF,Male,12,3.193551678,65.10752688
DO1739,HF/LC,Male,12,3.05,99.71910112
DO1740,HC/LF,Male,12,3.15,74.53125
DO1741,HF/LC,Male,12,3.295582083,102.2340426
DO1742,HC/LF,Male,12,2.827080455,52.63736264
DO1743,HF/LC,Male,12,4.512281951,244.8901099
DO1744,HC/LF,Male,12,2.967513536,97.23958333
DO1745,HF/LC,Male,12,3.1105665,74.84042553
DO1746,HC/LF,Male,12,3.324099723,89.67391304
DO1747,HF/LC,Male,12,3.94,158.6702128
DO1748,HC/LF,Male,12,3.267973856,86.25
DO1749,HF/LC,Male,12,2.682391028,85.2247191
DO1750,HC/LF,Male,12,3.344867359,73.51648352
DO1751,HF/LC,Male,12,3.449901027,165.106383
DO1752,HC/LF,Male,12,3.293345405,76.80851064
DO1753,HF/LC,Male,12,3.41,72.80898876
DO1754,HC/LF,Male,12,2.693953058,89.22222222
DO1755,HF/LC,Male,12,2.652790532,113.423913
DO1756,HC/LF,Male,12,3.069526627,95.83333333
DO1757,HF/LC,Male,12,2.969529086,75.32967033
DO1758,HC/LF,Male,12,3.143491124,75.16129032
DO1759,HF/LC,Male,12,2.825484765,107.8021978
DO1760,HC/LF,Male,12,2.83,74.94565217
